69.100000	6000	6000	0	6001
69.100000	6000	6000	0	1
69.192855	6001	6001	0	6000
69.200000	6000	6000	1	6001
69.200000	6000	6000	1	1
69.254855	6000	6001	0	1
69.292855	6001	6001	1	6000
69.300000	6000	6000	2	6001
69.300000	6000	6000	2	1
69.354855	6000	6001	1	1
69.378307	6000	5000	0	6001
69.392855	6001	6001	2	6000
69.400000	6000	6000	3	6001
69.400000	6000	6000	3	1
69.454855	6000	6001	2	1
69.488812	6000	5000	1	6001
69.492855	6001	6001	3	6000
69.500000	6000	6000	4	6001
69.500000	6000	6000	4	1
69.554855	6000	6001	3	1
69.558319	6000	6001	0	6001
69.592855	6001	6001	4	6000
69.600000	6000	6000	5	6001
69.600000	6000	6000	5	1
69.654855	6000	6001	4	1
69.692855	6001	6001	5	6000
69.700000	6000	6000	6	6001
69.700000	6000	6000	6	1
69.754855	6000	6001	5	1
69.767762	6000	9	0	6001
69.784357	6000	1	0	6001
69.792855	6001	6001	6	6000
69.800000	6000	6000	7	6001
69.800000	6000	6000	7	1
69.854855	6000	6001	6	1
69.892855	6001	6001	7	6000
69.900000	6000	6000	8	6001
69.900000	6000	6000	8	1
69.951165	6000	9	1	6001
69.954855	6000	6001	7	1
69.971963	6000	1	1	6001
69.992855	6001	6001	8	6000
70.000000	6000	6000	9	6001
70.000000	6000	6000	9	1
70.005412	6000	34	0	6001
70.054855	6000	6001	8	1
70.092855	6001	6001	9	6000
70.100000	6000	6000	10	6001
70.100000	6000	6000	10	1
70.154855	6000	6001	9	1
70.192855	6001	6001	10	6000
70.199952	6000	9	2	6001
70.200000	6000	6000	11	6001
70.200000	6000	6000	11	1
70.233750	6000	1	2	6001
70.254855	6000	6001	10	1
70.288319	6000	34	1	6001
70.292855	6001	6001	11	6000
70.300000	6000	6000	12	6001
70.300000	6000	6000	12	1
70.354855	6000	6001	11	1
70.392855	6001	6001	12	6000
70.400000	6000	6000	13	6001
70.400000	6000	6000	13	1
70.454855	6000	6001	12	1
70.492855	6001	6001	13	6000
70.500000	6000	6000	14	6001
70.500000	6000	6000	14	1
70.554855	6000	6001	13	1
70.556106	6000	1	3	6001
70.592855	6001	6001	14	6000
70.600000	6000	6000	15	6001
70.600000	6000	6000	15	1
70.654855	6000	6001	14	1
70.692855	6001	6001	15	6000
70.700000	6000	6000	16	6001
70.700000	6000	6000	16	1
70.723236	6000	2	0	6001
70.754855	6000	6001	15	1
70.792855	6001	6001	16	6000
70.800000	6000	6000	17	6001
70.800000	6000	6000	17	1
70.854855	6000	6001	16	1
70.892855	6001	6001	17	6000
70.898114	6000	1	4	6001
70.900000	6000	6000	18	6001
70.900000	6000	6000	18	1
70.954855	6000	6001	17	1
70.992855	6001	6001	18	6000
71.000000	6000	6000	19	6001
71.000000	6000	6000	19	1
71.054855	6000	6001	18	1
71.079057	6000	2	1	6001
71.092855	6001	6001	19	6000
71.100000	6000	6000	20	6001
71.100000	6000	6000	20	1
71.154855	6000	6001	19	1
71.174647	6000	29	0	6001
71.192855	6001	6001	20	6000
71.200000	6000	6000	21	6001
71.200000	6000	6000	21	1
71.254855	6000	6001	20	1
71.277442	6000	1	5	6001
71.292855	6001	6001	21	6000
71.300000	6000	6000	22	6001
71.300000	6000	6000	22	1
71.354855	6000	6001	21	1
71.392855	6001	6001	22	6000
71.400000	6000	6000	23	6001
71.400000	6000	6000	23	1
71.454855	6000	6001	22	1
71.483800	6000	2	2	6001
71.492855	6001	6001	23	6000
71.500000	6000	6000	24	6001
71.500000	6000	6000	24	1
71.554855	6000	6001	23	1
71.555855	6000	9	6	6001
71.571121	6000	2	0	6001
71.583468	6000	29	1	6001
71.592855	6001	6001	24	6000
71.600000	6000	6000	25	6001
71.600000	6000	6000	25	1
71.617343	6000	34	4	6001
71.654855	6000	6001	24	1
71.689820	6000	37	2	6001
71.692855	6001	6001	25	6000
71.698727	6000	1	6	6001
71.700000	6000	6000	26	6001
71.700000	6000	6000	26	1
71.754855	6000	6001	25	1
71.767417	6000	1	4	6001
71.792855	6001	6001	26	6000
71.800000	6000	6000	27	6001
71.800000	6000	6000	27	1
71.854855	6000	6001	26	1
71.892855	6001	6001	27	6000
71.894254	6000	2	3	6001
71.900000	6000	6000	28	6001
71.900000	6000	6000	28	1
71.917683	6000	7	0	6001
71.928301	6000	33	2	6001
71.954855	6000	6001	27	1
71.961740	6000	9	7	6001
71.978881	6000	2	1	6001
71.991718	6000	29	2	6001
71.992855	6001	6001	28	6000
72.000000	6000	6000	29	6001
72.000000	6000	6000	29	1
72.022464	6000	34	5	6001
72.054855	6000	6001	28	1
72.090762	6000	37	3	6001
72.092855	6001	6001	29	6000
72.100000	6000	6000	30	6001
72.100000	6000	6000	30	1
72.100647	6000	1	7	6001
72.154855	6000	6001	29	1
72.173271	6000	1	5	6001
72.192855	6001	6001	30	6000
72.200000	6000	6000	31	6001
72.200000	6000	6000	31	1
72.254855	6000	6001	30	1
72.292855	6001	6001	31	6000
72.300000	6000	6000	32	6001
72.300000	6000	6000	32	1
72.309679	6000	2	4	6001
72.335177	6000	7	1	6001
72.346332	6000	33	3	6001
72.354855	6000	6001	31	1
72.383321	6000	9	8	6001
72.392855	6001	6001	32	6000
72.400000	6000	6000	33	6001
72.400000	6000	6000	33	1
72.400352	6000	2	2	6001
72.414024	6000	29	3	6001
72.447656	6000	34	6	6001
72.454855	6000	6001	32	1
72.492855	6001	6001	33	6000
72.500000	6000	6000	34	6001
72.500000	6000	6000	34	1
72.526358	6000	37	4	6001
72.538435	6000	1	8	6001
72.554855	6000	6001	33	1
72.592855	6001	6001	34	6000
72.600000	6000	6000	35	6001
72.600000	6000	6000	35	1
72.624149	6000	1	6	6001
72.654855	6000	6001	34	1
72.692855	6001	6001	35	6000
72.700000	6000	6000	36	6001
72.700000	6000	6000	36	1
72.754855	6000	6001	35	1
72.755855	6000	2	5	6001
72.780990	6000	7	2	6001
72.792855	6001	6001	36	6000
72.793618	6000	33	4	6001
72.800000	6000	6000	37	6001
72.800000	6000	6000	37	1
72.832462	6000	9	9	6001
72.852156	6000	2	3	6001
72.854855	6000	6001	36	1
72.865249	6000	29	4	6001
72.892855	6001	6001	37	6000
72.900000	6000	6000	38	6001
72.900000	6000	6000	38	1
72.900497	6000	34	7	6001
72.954855	6000	6001	37	1
72.973641	6000	37	5	6001
72.983393	6000	1	9	6001
72.992855	6001	6001	38	6000
73.000000	6000	6000	39	6001
73.000000	6000	6000	39	1
73.054855	6000	6001	38	1
73.065441	6000	1	7	6001
73.092855	6001	6001	39	6000
73.100000	6000	6000	40	6001
73.100000	6000	6000	40	1
73.154855	6000	6001	39	1
73.192855	6001	6001	40	6000
73.200000	6000	6000	41	6001
73.200000	6000	6000	41	1
73.201903	6000	2	6	6001
73.225048	6000	7	3	6001
73.236791	6000	33	5	6001
73.254855	6000	6001	40	1
73.283546	6000	9	10	6001
73.291016	6000	2	4	6001
73.292855	6001	6001	41	6000
73.300000	6000	6000	42	6001
73.300000	6000	6000	42	1
73.312636	6000	29	5	6001
73.333031	6000	34	8	6001
73.354855	6000	6001	41	1
73.357906	6000	9	10	6001
73.392855	6001	6001	42	6000
73.400000	6000	6000	43	6001
73.400000	6000	6000	43	1
73.405238	6000	37	6	6001
73.414688	6000	1	10	6001
73.443809	6000	2	5	6001
73.454855	6000	6001	42	1
73.492855	6001	6001	43	6000
73.500000	6000	6000	44	6001
73.500000	6000	6000	44	1
73.507317	6000	1	8	6001
73.554855	6000	6001	43	1
73.576257	6000	37	7	6001
73.592855	6001	6001	44	6000
73.600000	6000	6000	45	6001
73.600000	6000	6000	45	1
73.648480	6000	2	7	6001
73.654855	6000	6001	44	1
73.672710	6000	7	4	6001
73.692855	6001	6001	45	6000
73.700000	6000	6000	46	6001
73.700000	6000	6000	46	1
73.754855	6000	6001	45	1
73.756226	6000	29	6	6001
73.772617	6000	33	6	6001
73.792855	6001	6001	46	6000
73.800000	6000	6000	47	6001
73.800000	6000	6000	47	1
73.801572	6000	9	11	6001
73.851230	6000	1	11	6001
73.854855	6000	6001	46	1
73.873615	6000	2	6	6001
73.892855	6001	6001	47	6000
73.900000	6000	6000	48	6001
73.900000	6000	6000	48	1
73.954855	6000	6001	47	1
73.988898	6000	37	8	6001
73.992855	6001	6001	48	6000
74.000000	6000	6000	49	6001
74.000000	6000	6000	49	1
74.054855	6000	6001	48	1
74.060472	6000	2	8	6001
74.084409	6000	7	5	6001
74.092855	6001	6001	49	6000
74.100000	6000	6000	50	6001
74.100000	6000	6000	50	1
74.154855	6000	6001	49	1
74.170432	6000	29	7	6001
74.192576	6000	33	7	6001
74.192855	6001	6001	50	6000
74.200000	6000	6000	51	6001
74.200000	6000	6000	51	1
74.221865	6000	9	12	6001
74.254855	6000	6001	50	1
74.284296	6000	1	12	6001
74.292855	6001	6001	51	6000
74.300000	6000	6000	52	6001
74.300000	6000	6000	52	1
74.308020	6000	2	7	6001
74.354855	6000	6001	51	1
74.392855	6001	6001	52	6000
74.400000	6000	6000	53	6001
74.400000	6000	6000	53	1
74.454855	6000	6001	52	1
74.492855	6001	6001	53	6000
74.495642	6000	37	9	6001
74.500000	6000	6000	54	6001
74.500000	6000	6000	54	1
74.554656	6000	2	9	6001
74.555656	6000	6001	53	1
74.579480	6000	7	6	6001
74.592855	6001	6001	54	6000
74.600000	6000	6000	55	6001
74.600000	6000	6000	55	1
74.654855	6000	6001	54	1
74.665975	6000	29	8	6001
74.684621	6000	33	8	6001
74.692855	6001	6001	55	6000
74.700000	6000	6000	56	6001
74.700000	6000	6000	56	1
74.713246	6000	9	13	6001
74.754855	6000	6001	55	1
74.766448	6000	1	13	6001
74.790247	6000	2	8	6001
74.792855	6001	6001	56	6000
74.800000	6000	6000	57	6001
74.800000	6000	6000	57	1
74.854855	6000	6001	56	1
74.892855	6001	6001	57	6000
74.900000	6000	6000	58	6001
74.900000	6000	6000	58	1
74.928152	6000	37	10	6001
74.954855	6000	6001	57	1
74.991146	6000	2	10	6001
74.992855	6001	6001	58	6000
75.000000	6000	6000	59	6001
75.000000	6000	6000	59	1
75.016144	6000	7	7	6001
75.054855	6000	6001	58	1
75.092855	6001	6001	59	6000
