11.018351	6000	0	0	10	5000	0.000000	720
11.117762	6000	0	1	10	5000	0.000000	720
11.127626	6000	6000	0	10	5000	0.000000	720
11.217496	6000	0	2	10	5000	0.000000	720
11.227517	6000	6000	1	10	5000	0.000000	720
11.256716	6000	5001	0	10	5000	0.000000	720
11.290615	6000	5000	0	10	5000	0.000000	720
11.317897	6000	0	3	10	5000	0.000000	720
11.327837	6000	6000	2	10	5000	0.000000	720
11.356747	6000	5001	1	10	5000	0.000000	720
11.390661	6000	5000	1	10	5000	0.000000	720
11.418437	6000	0	4	10	5000	0.000000	720
11.427821	6000	6000	3	10	5000	0.000000	720
11.455669	6000	5001	2	10	5000	0.000000	720
11.490039	6000	5000	2	10	5000	0.000000	720
11.513067	6000	1	0	10	1	0.000000	720
11.517261	6000	0	5	10	5000	0.000000	720
11.527212	6000	6000	4	10	5000	0.000000	720
11.533720	6000	1	0	10	5000	0.000000	720
11.557219	6000	5001	3	10	5000	0.000000	720
11.590150	6000	5000	3	10	5000	0.000000	720
11.613114	6000	1	1	10	1	0.000000	720
11.616161	6000	0	6	10	5000	0.000000	720
11.627195	6000	6000	5	10	5000	0.000000	720
11.633297	6000	1	1	10	5000	0.000000	720
11.655813	6000	5001	4	10	5000	0.000000	720
11.690607	6000	5000	4	10	5000	0.000000	720
11.713096	6000	1	2	10	1	0.000000	720
11.717070	6000	0	7	10	5000	0.000000	720
11.726462	6000	6000	6	10	5000	0.000000	720
11.732798	6000	1	2	10	5000	0.000000	720
11.755563	6000	5001	5	10	5000	0.000000	720
11.783277	6000	6001	0	10	6001	0.000000	720
11.790667	6000	5000	5	10	5000	0.000000	720
11.796542	6000	2	0	10	2	0.000000	720
11.808764	6000	6001	0	10	5000	0.000000	720
11.813071	6000	1	3	10	1	0.000000	720
11.816667	6000	0	8	10	5000	0.000000	720
11.819142	6000	2	0	10	5000	0.000000	720
11.826403	6000	6000	7	10	5000	0.000000	720
11.833292	6000	1	3	10	5000	0.000000	720
11.855465	6000	5001	6	10	5000	0.000000	720
11.883251	6000	6001	1	10	6001	0.000000	720
11.890512	6000	5000	6	10	5000	0.000000	720
11.896150	6000	2	1	10	2	0.000000	720
11.908574	6000	6001	1	10	5000	0.000000	720
11.913076	6000	1	4	10	1	0.000000	720
11.916918	6000	0	9	10	5000	0.000000	720
11.919047	6000	2	1	10	5000	0.000000	720
11.926396	6000	6000	8	10	5000	0.000000	720
11.933201	6000	1	4	10	5000	0.000000	720
11.953899	6000	3	0	10	3	0.000000	720
11.955339	6000	5001	7	10	5000	0.000000	720
11.983186	6000	6001	2	10	6001	0.000000	720
11.990377	6000	5000	7	10	5000	0.000000	720
12.008660	6000	6001	2	10	5000	0.000000	720
12.016553	6000	0	10	10	5000	0.000000	720
12.018911	6000	2	2	10	5000	0.000000	720
12.026385	6000	6000	9	10	5000	0.000000	720
12.033249	6000	1	5	10	5000	0.000000	720
12.053861	6000	3	1	10	3	0.000000	720
12.055191	6000	5001	8	10	5000	0.000000	720
12.083086	6000	6001	3	10	6001	0.000000	720
12.090375	6000	5000	8	10	5000	0.000000	720
12.109185	6000	6001	3	10	5000	0.000000	720
12.116551	6000	0	11	10	5000	0.000000	720
12.118902	6000	2	3	10	5000	0.000000	720
12.126310	6000	6000	10	10	5000	0.000000	720
12.133205	6000	1	6	10	5000	0.000000	720
12.153829	6000	3	2	10	3	0.000000	720
12.155137	6000	5001	9	10	5000	0.000000	720
12.183137	6000	6001	4	10	6001	0.000000	720
12.190326	6000	5000	9	10	5000	0.000000	720
12.208507	6000	6001	4	10	5000	0.000000	720
12.217392	6000	0	12	10	5000	0.000000	720
12.218898	6000	2	4	10	5000	0.000000	720
12.226423	6000	6000	11	10	5000	0.000000	720
12.229983	6000	5001	10	10	5001	0.000000	720
12.233085	6000	1	7	10	5000	0.000000	720
12.253887	6000	3	3	10	3	0.000000	720
12.282939	6000	6001	5	10	6001	0.000000	720
12.290292	6000	5000	10	10	5000	0.000000	720
12.316576	6000	0	13	10	5000	0.000000	720
12.318873	6000	2	5	10	5000	0.000000	720
12.329935	6000	5001	11	10	5001	0.000000	720
12.333261	6000	1	8	10	5000	0.000000	720
12.353862	6000	3	4	10	3	0.000000	720
12.383010	6000	6001	6	10	6001	0.000000	720
12.390298	6000	5000	11	10	5000	0.000000	720
12.416748	6000	0	14	10	5000	0.000000	720
12.418912	6000	2	6	10	5000	0.000000	720
12.429936	6000	5001	12	10	5001	0.000000	720
12.433246	6000	1	9	10	5000	0.000000	720
12.453861	6000	3	5	10	3	0.000000	720
12.482950	6000	6001	7	10	6001	0.000000	720
12.490379	6000	5000	12	10	5000	0.000000	720
12.516520	6000	0	15	10	5000	0.000000	720
12.518925	6000	2	7	10	5000	0.000000	720
12.529939	6000	5001	13	10	5001	0.000000	720
12.533729	6000	1	10	10	5000	0.000000	720
12.553903	6000	3	6	10	3	0.000000	720
12.583002	6000	6001	8	10	6001	0.000000	720
12.590304	6000	5000	13	10	5000	0.000000	720
12.616701	6000	0	16	10	5000	0.000000	720
12.619978	6000	2	8	10	5000	0.000000	720
12.629937	6000	5001	14	10	5001	0.000000	720
12.634403	6000	1	11	10	5000	0.000000	720
12.654802	6000	3	7	10	3	0.000000	720
12.683161	6000	6001	9	10	6001	0.000000	720
12.690572	6000	5000	14	10	5000	0.000000	720
12.718843	6000	0	17	10	5000	0.000000	720
12.719137	6000	2	9	10	5000	0.000000	720
12.729950	6000	5001	15	10	5001	0.000000	720
12.733115	6000	1	12	10	5000	0.000000	720
12.755092	6000	3	8	10	3	0.000000	720
12.783158	6000	6001	10	10	6001	0.000000	720
12.790463	6000	5000	15	10	5000	0.000000	720
12.817536	6000	0	18	10	5000	0.000000	720
12.820327	6000	2	10	10	5000	0.000000	720
12.830173	6000	5001	16	10	5001	0.000000	720
12.833036	6000	1	13	10	5000	0.000000	720
12.857849	6000	3	9	10	3	0.000000	720
12.882973	6000	6001	11	10	6001	0.000000	720
12.890381	6000	5000	16	10	5000	0.000000	720
12.916733	6000	0	19	10	5000	0.000000	720
12.918910	6000	2	11	10	5000	0.000000	720
12.929953	6000	5001	17	10	5001	0.000000	720
12.933125	6000	1	14	10	5000	0.000000	720
12.954473	6000	3	10	10	3	0.000000	720
12.982964	6000	6001	12	10	6001	0.000000	720
12.990377	6000	5000	17	10	5000	0.000000	720
13.016526	6000	0	20	10	5000	0.000000	720
13.018893	6000	2	12	10	5000	0.000000	720
13.029917	6000	5001	18	10	5001	0.000000	720
13.033056	6000	1	15	10	5000	0.000000	720
13.053798	6000	3	11	10	3	0.000000	720
13.082945	6000	6001	13	10	6001	0.000000	720
13.090377	6000	5000	18	10	5000	0.000000	720
13.116524	6000	0	21	10	5000	0.000000	720
