194.024583	5000	0	0	24	30	0.032968
194.342901	5000	0	1	24	30	0.032968
194.614580	5000	0	2	24	30	0.032968
194.873764	5000	0	3	24	30	0.032968
195.262974	5000	0	4	24	30	0.032968
195.533517	5000	0	5	24	30	0.032968
195.811527	5000	0	6	24	30	0.032968
196.114874	5000	0	7	24	30	0.032968
196.399431	5000	0	8	24	30	0.032968
196.690575	5000	0	9	24	30	0.032968
196.987480	5000	0	10	24	30	0.032968
198.843854	5000	0	11	24	30	0.032968
199.170622	5000	0	12	24	30	0.032968
199.454425	5000	0	13	24	30	0.032968
199.761156	5000	0	14	24	30	0.032968
200.091824	5000	0	15	24	30	0.032968
200.376710	5000	0	16	24	30	0.032968
200.678577	5000	0	17	24	30	0.032968
200.958795	5000	0	18	24	30	0.032968
201.276305	5000	0	19	24	30	0.032968
201.908912	5000	0	20	24	30	0.032968
204.958847	5000	0	21	24	30	0.032968
205.287747	5000	0	22	24	30	0.032968
205.560401	5000	0	23	24	30	0.032968
205.843188	5000	0	24	24	30	0.032968
206.445432	5000	0	25	24	30	0.032968
206.739608	5000	0	26	24	30	0.032968
209.968412	5000	0	27	24	30	0.032968
210.327387	5000	0	28	24	30	0.032968
210.621552	5000	0	29	24	30	0.032968
210.943382	5000	0	30	24	30	0.032968
211.302066	5000	0	31	24	30	0.032968
211.919356	5000	0	32	24	30	0.032968
215.171983	5000	0	33	24	30	0.032968
215.438609	5000	0	34	24	30	0.032968
215.745816	5000	0	35	24	30	0.032968
216.009376	5000	0	36	24	30	0.032968
216.340058	5000	0	37	24	30	0.032968
216.613899	5000	0	38	24	30	0.032968
216.906637	5000	0	39	24	30	0.032968
220.186629	5000	0	40	24	30	0.032968
220.465593	5000	0	41	24	30	0.032968
220.778093	5000	0	42	24	30	0.032968
221.081556	5000	0	43	24	30	0.032968
222.213185	5000	0	44	24	30	0.032968
222.466908	5000	0	45	24	30	0.032968
222.728018	5000	0	46	24	30	0.032968
223.007296	5000	0	47	24	30	0.032968
223.312809	5000	0	48	24	30	0.032968
223.581092	5000	0	49	24	30	0.032968
224.484246	5000	0	50	24	30	0.032968
224.762347	5000	0	51	24	30	0.032968
225.065126	5000	0	52	24	30	0.032968
225.346106	5000	0	53	24	30	0.032968
226.249299	5000	0	54	24	30	0.032968
226.547666	5000	0	55	24	30	0.032968
226.844713	5000	0	56	24	30	0.032968
227.499805	5000	0	57	24	30	0.032968
228.427710	5000	0	58	24	30	0.032968
228.715681	5000	0	59	24	30	0.032968
229.018614	5000	0	60	24	30	0.032968
229.337031	5000	0	61	24	30	0.032968
230.270746	5000	0	62	24	30	0.032968
230.532820	5000	0	63	24	30	0.032968
230.804665	5000	0	64	24	30	0.032968
231.116127	5000	0	65	24	30	0.032968
231.407367	5000	0	66	24	30	0.032968
232.331923	5000	0	67	24	30	0.032968
232.596957	5000	0	68	24	30	0.032968
232.860770	5000	0	69	24	30	0.032968
233.442908	5000	0	70	24	30	0.032968
234.323085	5000	0	71	24	30	0.032968
234.607851	5000	0	72	24	30	0.032968
234.883431	5000	0	73	24	30	0.032968
235.206107	5000	0	74	24	30	0.032968
236.478607	5000	0	75	24	30	0.032968
236.754563	5000	0	76	24	30	0.032968
237.025210	5000	0	77	24	30	0.032968
237.336457	5000	0	78	24	30	0.032968
238.249072	5000	0	79	24	30	0.032968
238.525671	5000	0	80	24	30	0.032968
238.822191	5000	0	81	24	30	0.032968
239.457581	5000	0	82	24	30	0.032968
240.365029	5000	0	83	24	30	0.032968
240.652326	5000	0	84	24	30	0.032968
240.921949	5000	0	85	24	30	0.032968
241.224168	5000	0	86	24	30	0.032968
241.499275	5000	0	87	24	30	0.032968
242.449425	5000	0	88	24	30	0.032968
242.777715	5000	0	89	24	30	0.032968
243.097262	5000	0	90	24	30	0.032968
243.408199	5000	0	91	24	30	0.032968
244.452815	5000	0	92	24	30	0.032968
244.727448	5000	0	93	24	30	0.032968
245.304101	5000	0	94	24	30	0.032968
245.605601	5000	0	95	24	30	0.032968
245.859326	5000	0	96	24	30	0.032968
246.139204	5000	0	97	24	30	0.032968
246.421360	5000	0	98	24	30	0.032968
246.706003	5000	0	99	24	30	0.032968
246.994502	5000	0	100	24	30	0.032968
247.292919	5000	0	101	24	30	0.032968
247.599489	5000	0	102	24	30	0.032968
247.877364	5000	0	103	24	30	0.032968
248.223855	5000	0	104	24	30	0.032968
248.497534	5000	0	105	24	30	0.032968
248.748504	5000	0	106	24	30	0.032968
249.575501	5000	0	107	24	30	0.032968
