13.827840	5000	0	0	3	720
13.827840	5000	0	0	5001	720
13.827840	5000	0	0	6000	720
13.827840	5000	0	0	6001	720
13.911495	5000	6000	0	0	720
13.927511	5000	0	1	3	720
13.927511	5000	0	1	5001	720
13.927511	5000	0	1	6000	720
13.927511	5000	0	1	6001	720
13.937342	5000	6000	0	3	720
13.937342	5000	6000	0	5001	720
13.937342	5000	6000	0	6000	720
13.937342	5000	6000	0	6001	720
14.011593	5000	6000	1	0	720
14.027142	5000	0	2	3	720
14.027142	5000	0	2	5001	720
14.027142	5000	0	2	6000	720
14.027142	5000	0	2	6001	720
14.036618	5000	6000	1	3	720
14.036618	5000	6000	1	5001	720
14.036618	5000	6000	1	6000	720
14.036618	5000	6000	1	6001	720
14.066165	5000	5001	0	3	720
14.066165	5000	5001	0	5001	720
14.066165	5000	5001	0	6000	720
14.066165	5000	5001	0	6001	720
14.100000	5000	5000	0	3	720
14.100000	5000	5000	0	5001	720
14.100000	5000	5000	0	6000	720
14.100000	5000	5000	0	6001	720
14.100000	5000	5000	0	0	720
14.111533	5000	6000	2	0	720
14.127514	5000	0	3	3	720
14.127514	5000	0	3	5001	720
14.127514	5000	0	3	6000	720
14.127514	5000	0	3	6001	720
14.137425	5000	6000	2	3	720
14.137425	5000	6000	2	5001	720
14.137425	5000	6000	2	6000	720
14.137425	5000	6000	2	6001	720
14.166232	5000	5001	1	3	720
14.166232	5000	5001	1	5001	720
14.166232	5000	5001	1	6000	720
14.166232	5000	5001	1	6001	720
14.200000	5000	5000	1	3	720
14.200000	5000	5000	1	5001	720
14.200000	5000	5000	1	6000	720
14.200000	5000	5000	1	6001	720
14.200000	5000	5000	1	0	720
14.211205	5000	6000	3	0	720
14.227776	5000	0	4	3	720
14.227776	5000	0	4	5001	720
14.227776	5000	0	4	6000	720
14.227776	5000	0	4	6001	720
14.237373	5000	6000	3	3	720
14.237373	5000	6000	3	5001	720
14.237373	5000	6000	3	6000	720
14.237373	5000	6000	3	6001	720
14.265539	5000	5001	2	3	720
14.265539	5000	5001	2	5001	720
14.265539	5000	5001	2	6000	720
14.265539	5000	5001	2	6001	720
14.300000	5000	5000	2	3	720
14.300000	5000	5000	2	5001	720
14.300000	5000	5000	2	6000	720
14.300000	5000	5000	2	6001	720
14.300000	5000	5000	2	0	720
14.311083	5000	6000	4	0	720
14.322080	5000	1	0	0	720
14.327312	5000	0	5	3	720
14.327312	5000	0	5	5001	720
14.327312	5000	0	5	6000	720
14.327312	5000	0	5	6001	720
14.337189	5000	6000	4	3	720
14.337189	5000	6000	4	5001	720
14.337189	5000	6000	4	6000	720
14.337189	5000	6000	4	6001	720
14.343798	5000	1	0	3	720
14.343798	5000	1	0	5001	720
14.343798	5000	1	0	6000	720
14.343798	5000	1	0	6001	720
14.367222	5000	5001	3	3	720
14.367222	5000	5001	3	5001	720
14.367222	5000	5001	3	6000	720
14.367222	5000	5001	3	6001	720
14.400000	5000	5000	3	3	720
14.400000	5000	5000	3	5001	720
14.400000	5000	5000	3	6000	720
14.400000	5000	5000	3	6001	720
14.400000	5000	5000	3	0	720
14.411297	5000	6000	5	0	720
14.421772	5000	1	1	0	720
14.426310	5000	0	6	3	720
14.426310	5000	0	6	5001	720
14.426310	5000	0	6	6000	720
14.426310	5000	0	6	6001	720
14.436781	5000	6000	5	3	720
14.436781	5000	6000	5	5001	720
14.436781	5000	6000	5	6000	720
14.436781	5000	6000	5	6001	720
14.442897	5000	1	1	3	720
14.442897	5000	1	1	5001	720
14.442897	5000	1	1	6000	720
14.442897	5000	1	1	6001	720
14.465277	5000	5001	4	3	720
14.465277	5000	5001	4	5001	720
14.465277	5000	5001	4	6000	720
14.465277	5000	5001	4	6001	720
14.500000	5000	5000	4	3	720
14.500000	5000	5000	4	5001	720
14.500000	5000	5000	4	6000	720
14.500000	5000	5000	4	6001	720
14.500000	5000	5000	4	0	720
14.511764	5000	6000	6	0	720
14.521822	5000	1	2	0	720
14.526745	5000	0	7	3	720
14.526745	5000	0	7	5001	720
14.526745	5000	0	7	6000	720
14.526745	5000	0	7	6001	720
14.536185	5000	6000	6	3	720
14.536185	5000	6000	6	5001	720
14.536185	5000	6000	6	6000	720
14.536185	5000	6000	6	6001	720
14.542954	5000	1	2	3	720
14.542954	5000	1	2	5001	720
14.542954	5000	1	2	6000	720
14.542954	5000	1	2	6001	720
14.565163	5000	5001	5	3	720
14.565163	5000	5001	5	5001	720
14.565163	5000	5001	5	6000	720
14.565163	5000	5001	5	6001	720
14.593781	5000	6001	0	0	720
14.600000	5000	5000	5	3	720
14.600000	5000	5000	5	5001	720
14.600000	5000	5000	5	6000	720
14.600000	5000	5000	5	6001	720
14.600000	5000	5000	5	0	720
14.606749	5000	2	0	0	720
14.611339	5000	6000	7	0	720
14.618495	5000	6001	0	3	720
14.618495	5000	6001	0	5001	720
14.618495	5000	6001	0	6000	720
14.618495	5000	6001	0	6001	720
14.621778	5000	1	3	0	720
14.626307	5000	0	8	3	720
14.626307	5000	0	8	5001	720
14.626307	5000	0	8	6000	720
14.626307	5000	0	8	6001	720
14.628722	5000	2	0	3	720
14.628722	5000	2	0	5001	720
14.628722	5000	2	0	6000	720
14.628722	5000	2	0	6001	720
14.636025	5000	6000	7	3	720
14.636025	5000	6000	7	5001	720
14.636025	5000	6000	7	6000	720
14.636025	5000	6000	7	6001	720
14.642874	5000	1	3	3	720
14.642874	5000	1	3	5001	720
14.642874	5000	1	3	6000	720
14.642874	5000	1	3	6001	720
14.664831	5000	5001	6	3	720
14.664831	5000	5001	6	5001	720
14.664831	5000	5001	6	6000	720
14.664831	5000	5001	6	6001	720
14.694079	5000	6001	1	0	720
14.700000	5000	5000	6	3	720
14.700000	5000	5000	6	5001	720
14.700000	5000	5000	6	6000	720
14.700000	5000	5000	6	6001	720
14.700000	5000	5000	6	0	720
14.706903	5000	2	1	0	720
14.711318	5000	6000	8	0	720
14.718394	5000	6001	1	3	720
14.718394	5000	6001	1	5001	720
14.718394	5000	6001	1	6000	720
14.718394	5000	6001	1	6001	720
14.721792	5000	1	4	0	720
14.726551	5000	0	9	3	720
