12.186650	5	5	0	6	720
12.186650	5	5	0	9	720
12.186650	5	5	0	7	720
12.186650	5	5	0	4	720
12.186650	5	5	0	3	720
12.186650	5	5	0	8	720
12.186650	5	5	0	5000	720
12.186650	5	5	0	5001	720
12.186650	5	5	0	6000	720
12.186650	5	5	0	6001	720
12.286650	5	5	1	6	720
12.286650	5	5	1	9	720
12.286650	5	5	1	7	720
12.286650	5	5	1	4	720
12.286650	5	5	1	3	720
12.286650	5	5	1	8	720
12.286650	5	5	1	5000	720
12.286650	5	5	1	5001	720
12.286650	5	5	1	6000	720
12.286650	5	5	1	6001	720
12.386650	5	5	2	6	720
12.386650	5	5	2	9	720
12.386650	5	5	2	7	720
12.386650	5	5	2	4	720
12.386650	5	5	2	3	720
12.386650	5	5	2	8	720
12.386650	5	5	2	5000	720
12.386650	5	5	2	5001	720
12.386650	5	5	2	6000	720
12.386650	5	5	2	6001	720
12.406894	9	9	0	6	720
12.406894	9	9	0	7	720
12.406894	9	9	0	5	720
12.406894	9	9	0	4	720
12.406894	9	9	0	3	720
12.406894	9	9	0	8	720
12.406894	9	9	0	5000	720
12.406894	9	9	0	5001	720
12.406894	9	9	0	6000	720
12.406894	9	9	0	6001	720
12.486650	5	5	3	6	720
12.486650	5	5	3	9	720
12.486650	5	5	3	7	720
12.486650	5	5	3	4	720
12.486650	5	5	3	3	720
12.486650	5	5	3	8	720
12.486650	5	5	3	5000	720
12.486650	5	5	3	5001	720
12.486650	5	5	3	6000	720
12.486650	5	5	3	6001	720
12.506894	9	9	1	6	720
12.506894	9	9	1	7	720
12.506894	9	9	1	5	720
12.506894	9	9	1	4	720
12.506894	9	9	1	3	720
12.506894	9	9	1	8	720
12.506894	9	9	1	5000	720
12.506894	9	9	1	5001	720
12.506894	9	9	1	6000	720
12.506894	9	9	1	6001	720
12.571661	1	1	0	2	720
12.571661	1	1	0	0	720
12.586650	5	5	4	6	720
12.586650	5	5	4	9	720
12.586650	5	5	4	7	720
12.586650	5	5	4	4	720
12.586650	5	5	4	3	720
12.586650	5	5	4	8	720
12.586650	5	5	4	5000	720
12.586650	5	5	4	5001	720
12.586650	5	5	4	6000	720
12.586650	5	5	4	6001	720
12.603475	6	6	0	9	720
12.603475	6	6	0	7	720
12.603475	6	6	0	5	720
12.603475	6	6	0	4	720
12.603475	6	6	0	3	720
12.603475	6	6	0	8	720
12.603475	6	6	0	5000	720
12.603475	6	6	0	5001	720
12.603475	6	6	0	6000	720
12.603475	6	6	0	6001	720
12.606894	9	9	2	6	720
12.606894	9	9	2	7	720
12.606894	9	9	2	5	720
12.606894	9	9	2	4	720
12.606894	9	9	2	3	720
12.606894	9	9	2	8	720
12.606894	9	9	2	5000	720
12.606894	9	9	2	5001	720
12.606894	9	9	2	6000	720
12.606894	9	9	2	6001	720
12.645744	10	10	0	6	720
12.645744	10	10	0	9	720
12.645744	10	10	0	7	720
12.645744	10	10	0	5	720
12.645744	10	10	0	4	720
12.645744	10	10	0	3	720
12.645744	10	10	0	8	720
12.645744	10	10	0	5000	720
12.645744	10	10	0	5001	720
12.645744	10	10	0	6000	720
12.645744	10	10	0	6001	720
12.671661	1	1	1	2	720
12.671661	1	1	1	0	720
12.686650	5	5	5	6	720
12.686650	5	5	5	9	720
12.686650	5	5	5	7	720
12.686650	5	5	5	4	720
12.686650	5	5	5	3	720
12.686650	5	5	5	8	720
12.686650	5	5	5	5000	720
12.686650	5	5	5	5001	720
12.686650	5	5	5	6000	720
12.686650	5	5	5	6001	720
12.703475	6	6	1	9	720
12.703475	6	6	1	7	720
12.703475	6	6	1	5	720
12.703475	6	6	1	4	720
12.703475	6	6	1	3	720
12.703475	6	6	1	8	720
12.703475	6	6	1	5000	720
12.703475	6	6	1	5001	720
12.703475	6	6	1	6000	720
12.703475	6	6	1	6001	720
12.706894	9	9	3	6	720
12.706894	9	9	3	7	720
12.706894	9	9	3	5	720
12.706894	9	9	3	4	720
12.706894	9	9	3	3	720
12.706894	9	9	3	8	720
12.706894	9	9	3	5000	720
12.706894	9	9	3	5001	720
12.706894	9	9	3	6000	720
12.706894	9	9	3	6001	720
12.745744	10	10	1	6	720
12.745744	10	10	1	9	720
12.745744	10	10	1	7	720
12.745744	10	10	1	5	720
12.745744	10	10	1	4	720
12.745744	10	10	1	3	720
12.745744	10	10	1	8	720
12.745744	10	10	1	5000	720
12.745744	10	10	1	5001	720
12.745744	10	10	1	6000	720
12.745744	10	10	1	6001	720
12.771661	1	1	2	2	720
12.771661	1	1	2	0	720
12.786650	5	5	6	6	720
12.786650	5	5	6	9	720
12.786650	5	5	6	7	720
12.786650	5	5	6	4	720
12.786650	5	5	6	3	720
12.786650	5	5	6	8	720
12.786650	5	5	6	5000	720
12.786650	5	5	6	5001	720
12.786650	5	5	6	6000	720
12.786650	5	5	6	6001	720
12.803475	6	6	2	9	720
12.803475	6	6	2	7	720
12.803475	6	6	2	5	720
12.803475	6	6	2	4	720
12.803475	6	6	2	3	720
12.803475	6	6	2	8	720
12.803475	6	6	2	5000	720
12.803475	6	6	2	5001	720
12.803475	6	6	2	6000	720
12.803475	6	6	2	6001	720
12.806894	9	9	4	6	720
12.806894	9	9	4	7	720
12.806894	9	9	4	5	720
12.806894	9	9	4	4	720
12.806894	9	9	4	3	720
12.806894	9	9	4	8	720
12.806894	9	9	4	5000	720
12.806894	9	9	4	5001	720
12.806894	9	9	4	6000	720
12.806894	9	9	4	6001	720
12.845744	10	10	2	6	720
12.845744	10	10	2	9	720
12.845744	10	10	2	7	720
12.845744	10	10	2	5	720
12.845744	10	10	2	4	720
12.845744	10	10	2	3	720
12.845744	10	10	2	8	720
12.845744	10	10	2	5000	720
12.845744	10	10	2	5001	720
12.845744	10	10	2	6000	720
12.845744	10	10	2	6001	720
12.871661	1	1	3	2	720
12.871661	1	1	3	0	720
12.879395	2	2	0	1	720
12.886650	5	5	7	6	720
12.886650	5	5	7	9	720
12.886650	5	5	7	7	720
12.886650	5	5	7	4	720
12.886650	5	5	7	3	720
