71.100000	5000	5000	0	5001
71.100000	5000	5000	0	4
71.100000	5000	5000	0	38
71.100000	5000	5000	0	29
71.100000	5000	5000	0	-1
71.192855	5001	5001	0	5000
71.200000	5000	5000	1	5001
71.200000	5000	5000	1	4
71.200000	5000	5000	1	38
71.200000	5000	5000	1	29
71.200000	5000	5000	1	-1
71.254855	5000	5001	0	4
71.254855	5000	5001	0	38
71.254855	5000	5001	0	29
71.254855	5000	5001	0	-1
71.292855	5001	5001	1	5000
71.300000	5000	5000	2	5001
71.300000	5000	5000	2	4
71.300000	5000	5000	2	38
71.300000	5000	5000	2	29
71.300000	5000	5000	2	-1
71.310277	5000	38	0	5001
71.310277	5000	38	0	4
71.310277	5000	38	0	29
71.310277	5000	38	0	-1
71.354855	5000	5001	1	4
71.354855	5000	5001	1	38
71.354855	5000	5001	1	29
71.354855	5000	5001	1	-1
71.392855	5001	5001	2	5000
71.400000	5000	5000	3	5001
71.400000	5000	5000	3	4
71.400000	5000	5000	3	38
71.400000	5000	5000	3	29
71.400000	5000	5000	3	-1
71.420707	5000	38	1	5001
71.420707	5000	38	1	4
71.420707	5000	38	1	29
71.454855	5000	5001	2	4
71.454855	5000	5001	2	38
71.454855	5000	5001	2	29
71.492855	5001	5001	3	5000
71.500000	5000	5000	4	5001
71.500000	5000	5000	4	4
71.500000	5000	5000	4	38
71.500000	5000	5000	4	29
71.511984	5000	62	0	5001
71.511984	5000	62	0	4
71.511984	5000	62	0	29
71.530503	5000	38	2	5001
71.530503	5000	38	2	4
71.530503	5000	38	2	29
71.554855	5000	5001	3	4
71.554855	5000	5001	3	38
71.554855	5000	5001	3	29
71.592855	5001	5001	4	5000
71.600000	5000	5000	5	5001
71.600000	5000	5000	5	4
71.600000	5000	5000	5	38
71.600000	5000	5000	5	29
71.654855	5000	5001	4	4
71.654855	5000	5001	4	38
71.654855	5000	5001	4	29
71.656637	5000	62	1	5001
71.656637	5000	62	1	4
71.656637	5000	62	1	29
71.677784	5000	38	3	5001
71.677784	5000	38	3	4
71.677784	5000	38	3	29
71.692855	5001	5001	5	5000
71.696006	5000	32	0	5001
71.696006	5000	32	0	4
71.696006	5000	32	0	29
71.700000	5000	5000	6	5001
71.700000	5000	5000	6	4
71.700000	5000	5000	6	38
71.700000	5000	5000	6	29
71.730512	5000	30	0	5001
71.730512	5000	30	0	38
71.730512	5000	30	0	29
71.754855	5000	5001	5	4
71.754855	5000	5001	5	38
71.754855	5000	5001	5	29
71.792855	5001	5001	6	5000
71.800000	5000	5000	7	5001
71.800000	5000	5000	7	4
71.800000	5000	5000	7	38
71.800000	5000	5000	7	29
71.830190	5000	62	2	5001
71.830190	5000	62	2	4
71.830190	5000	62	2	29
71.854855	5000	5001	6	4
71.854855	5000	5001	6	38
71.854855	5000	5001	6	29
71.856738	5000	38	4	5001
71.856738	5000	38	4	4
71.856738	5000	38	4	29
71.879713	5000	32	1	5001
71.879713	5000	32	1	4
71.879713	5000	32	1	29
71.892855	5001	5001	7	5000
71.900000	5000	5000	8	5001
71.900000	5000	5000	8	4
71.900000	5000	5000	8	38
71.900000	5000	5000	8	29
71.924683	5000	30	1	5001
71.924683	5000	30	1	38
71.924683	5000	30	1	29
71.954855	5000	5001	7	4
71.954855	5000	5001	7	38
71.954855	5000	5001	7	29
71.992855	5001	5001	8	5000
72.000000	5000	5000	9	5001
72.000000	5000	5000	9	4
72.000000	5000	5000	9	38
72.000000	5000	5000	9	29
72.050076	5000	62	3	5001
72.050076	5000	62	3	4
72.050076	5000	62	3	29
72.053195	5000	39	0	5001
72.053195	5000	39	0	4
72.053195	5000	39	0	29
72.054855	5000	5001	8	4
72.054855	5000	5001	8	38
72.054855	5000	5001	8	29
72.086247	5000	38	5	5001
72.086247	5000	38	5	4
72.086247	5000	38	5	29
72.092855	5001	5001	9	5000
72.100000	5000	5000	10	5001
72.100000	5000	5000	10	4
72.100000	5000	5000	10	38
72.100000	5000	5000	10	29
72.128488	5000	32	2	5001
72.128488	5000	32	2	4
72.128488	5000	32	2	29
72.137416	5000	31	0	5001
72.137416	5000	31	0	4
72.137416	5000	31	0	29
72.154855	5000	5001	9	4
72.154855	5000	5001	9	38
72.154855	5000	5001	9	29
72.192855	5001	5001	10	5000
72.200000	5000	5000	11	5001
72.200000	5000	5000	11	4
72.200000	5000	5000	11	38
72.200000	5000	5000	11	29
72.201096	5000	30	2	5001
72.201096	5000	30	2	38
72.201096	5000	30	2	29
72.254855	5000	5001	10	4
72.254855	5000	5001	10	38
72.254855	5000	5001	10	29
72.292855	5001	5001	11	5000
72.300000	5000	5000	12	5001
72.300000	5000	5000	12	4
72.300000	5000	5000	12	38
72.300000	5000	5000	12	29
72.354855	5000	5001	11	4
72.354855	5000	5001	11	38
72.354855	5000	5001	11	29
72.360880	5000	62	4	5001
72.360880	5000	62	4	4
72.360880	5000	62	4	29
72.364958	5000	39	1	5001
72.364958	5000	39	1	4
72.364958	5000	39	1	29
72.392855	5001	5001	12	5000
72.400000	5000	5000	13	5001
72.400000	5000	5000	13	4
72.400000	5000	5000	13	38
72.400000	5000	5000	13	29
72.403871	5000	38	6	5001
72.403871	5000	38	6	4
72.403871	5000	38	6	29
72.444040	5000	32	3	5001
72.444040	5000	32	3	4
72.444040	5000	32	3	29
72.454401	5000	31	1	5001
72.454401	5000	31	1	4
72.454401	5000	31	1	29
72.455401	5000	5001	12	4
72.455401	5000	5001	12	38
72.455401	5000	5001	12	29
72.492855	5001	5001	13	5000
72.500000	5000	5000	14	5001
72.500000	5000	5000	14	4
72.500000	5000	5000	14	38
72.500000	5000	5000	14	29
72.519138	5000	30	3	5001
72.519138	5000	30	3	38
72.519138	5000	30	3	29
72.554855	5000	5001	13	4
72.554855	5000	5001	13	38
72.554855	5000	5001	13	29
72.592855	5001	5001	14	5000
72.600000	5000	5000	15	5001
72.600000	5000	5000	15	4
72.600000	5000	5000	15	38
72.600000	5000	5000	15	29
72.654855	5000	5001	14	4
72.654855	5000	5001	14	38
72.654855	5000	5001	14	29
72.692855	5001	5001	15	5000
72.694408	5000	62	5	5001
72.694408	5000	62	5	4
72.694408	5000	62	5	29
72.695598	5000	36	0	5001
72.695598	5000	36	0	4
72.695598	5000	36	0	29
72.698484	5000	39	2	5001
72.698484	5000	39	2	4
72.698484	5000	39	2	29
72.700000	5000	5000	16	5001
72.700000	5000	5000	16	4
72.700000	5000	5000	16	38
72.700000	5000	5000	16	29
72.741296	5000	38	7	5001
72.741296	5000	38	7	4
72.741296	5000	38	7	29
72.754855	5000	5001	15	4
72.754855	5000	5001	15	38
72.754855	5000	5001	15	29
72.786532	5000	32	4	5001
72.786532	5000	32	4	4
72.786532	5000	32	4	29
72.792855	5001	5001	16	5000
72.797704	5000	31	2	5001
72.797704	5000	31	2	4
72.797704	5000	31	2	29
72.800000	5000	5000	17	5001
72.800000	5000	5000	17	4
72.800000	5000	5000	17	38
72.800000	5000	5000	17	29
72.854855	5000	5001	16	4
